id,title,abstract
PRJNA473812,NF-Y controls fidelity of transcription initiation at gene promoters through maintenance of the nucleosome-depleted region,"Faithful transcription initiation is critical for accurate gene expression, yet the mechanisms underlying specific transcription start site (TSS) selection in mammals remain unclear. Here, we show that the histone-fold domain protein NF-Y, a ubiquitously expressed transcription factor, controls the fidelity of transcription initiation at gene promoters. We report that NF-Y maintains the region upstream of TSSs in a nucleosome-depleted state while simultaneously protecting this accessible region against aberrant and/or ectopic transcription initiation. We find that loss of NF-Y binding in mammalian cells disrupts the promoter chromatin landscape, leading to nucleosomal encroachment over the canonical TSS. Importantly, this chromatin rearrangement is accompanied by upstream relocation of the transcription pre-initiation complex and ectopic transcription initiation. Further, this phenomenon generates aberrant extended transcripts that undergo translation, disrupting gene expression profiles. These results demonstrate that NF-Y is a central player in TSS selection in metazoans and highlight the deleterious consequences of inaccurate transcription initiation. Overall design: MNase-Seq, RNA-Seq, Start-Seq, Ribo-Seq, and ATAC-seq experiments on control knockdown (KD) and NF-YA KD mouse ESCs."
PRJNA473808,RNA m6A-Ythdf1 in dendritic cells triggers anti-tumor immunity (ribo-seq and m6a-seq in GMDCs),"Emerging evidence emphasizes the important role of tumor neoantigen in generating the spontaneous antitumor immune response and predicting the clinical response to immunotherapies. Despite the presence of numerous neoantigens, complete tumor elimination rarely occurs in majority of patients due to failures in mounting a sufficient and lasting antitumor immunity. Here we show that the durable neoanitgen-specific immunity is regulated by a m6A-binding protein, Ythdf1. In contrast to wild-type mice, Ythdf1-deficient (Ythdf1-/-) mice generate more antigen-specific CD8+ T cell response for persistent tumor control. Loss of Ythdf1 in dendritic cell (DC) results in an enhanced cross-presentation of tumor antigen and cross-priming of CD8+ T cell in vivo. To confirm our observations, we performed Ribo-Seq to analyze the translational efficiency of genes in DCs and performed m6A-seq to locate the m6A sites. Overall design: BMDCs obtained from WT and YTHDF1 KO mice were used to genetarate ribo-seq (monosome footprints and polysome footprints) and m6a-seq libraries. Two replicates for each conditions."
PRJNA472989,A rare-codon-based translational program of cell proliferation,"The speed of translation elongation is primarily determined by the abundance of tRNAs. Thus, the codon usage influences the rate with which individual mRNAs are translated. As the nature of tRNA pools and modifications can vary across biological conditions, codon elongation rates may also vary, leading to fluctuations in the protein production from individual mRNAs. Although it has been observed that functionally-related mRNAs exhibit similar codon usage, presumably to provide an effective way to coordinate expression of multiple proteins, experimental evidence for codon-mediated translation efficiency modulation of functionally-related mRNAs in specific conditions is scarce and the associated mechanisms are still debated. Here, we reveal that mRNAs whose expression increases during cell proliferation are enriched in rare codons, poorly adapted to tRNA pools. Ribosome occupancy profiling and proteomics measurements show that upon increased cell proliferation, transcripts enriched in rare codons undergo a higher translation boost than transcripts with common codons. Re-coding of a fluorescent reporter with rare codons increased protein output by ~30% relative to a reporter re-coded with common codons. Although the translation capacity of proliferating cells was higher compared to resting cells, we did not find evidence for regulation of individual tRNAs. Among the models that were proposed so far to account for codon-mediated translational regulation upon changing conditions, the one that seems most consistent with our data involves a global upregulation of ready-to-translate tRNAs, which we show can lead to higher increase in the elongation velocity at rare codons compared to common codons. We propose that alleviation of translation bottlenecks in rapidly dividing cells enables preferential upregulation of pro-proliferation proteins, encoded by mRNAs that are enriched in rare codons."
PRJNA472988,Conserved mRNA-granule component Scd6 targets Dhh1 to   repress translation initiation and activates Dcp2-mediated mRNA decay in vivo,"We have identified mRNAs whose abundance or translational efficiency is regulated in nutrient-rich medium by the Scd6 or Dhh1 protein in either wild-type cells or dcp2? cells lacking the decapping enzyme Overall design: Ribosome profiling and RNA-seq was conducted to determine changes in mRNA abundance, translation, or translational efficiecies in comparing scd6? or dhh1? mutants to an isogenic wild-type strain; or scd6?dcp2? and dhh1?dcp2? strains to a dcp2? mutant"
PRJNA472972,Nascent Polypeptide Domain Topology and Elongation Rate Direct the Cotranslational Hierarchy of Hsp70 and TRiC/CCT,"Folding newly synthesized proteins relies on the ribosome intricately coordinating mRNA translation with a network of ribosome-associated machinery. The principles that drive the coordination of this diverse machinery remain poorly understood. Here, we use selective ribosome profiling to determine how the essential chaperonin TRiC/CCT and the Hsp70 Ssb are recruited to ribosome-nascent chain complexes to mediate cotranslational protein folding. Whereas substrate localization and nascent chain sequence are the major determinants of cotranslational recruitment of Ssb, we found that temporal and structural elements drive TRiC engagement. For both chaperones, however, local slowdowns in translation enhance chaperone enrichment. This work helps define the principles that dictate the coordinated activity of ribosome-associated factors to perform their critical role in maintaining a properly folded nascent proteome. Overall design: Replicate ribosome profiling libraries were prepared of immunoprecipitated TRiC/CCT- and Ssb-bound ribosome nascent chain complexes compared to the total ribosome pool, using wild-type yeast and yeast harboring the atp2-P353A,P355A mutations. Additional ribosome profiling libraries were prepared to monitor translation kinetics in yeast not treated with cycloheximide."
PRJNA472636,Nutrient deprivation elicits a transcriptional and translational inflammatory response coupled to decreased protein synthesis,"Purpose: The goal of this study is to examine gene expression regulation at the transcriptional and translational levels in response to various forms of nutrient deprivation, and whether there are differences between isogenic transformed and non-transformed cells. Mehods: We apply high-throughput sequencing of ribosome footprints (ribosome profiling) and poly(A) RNA (RNA sequencing) in an isogenic pair of transformed (tamoxifen-treated) and non-transformed (ethanol control) MCF10A-ER-Src cells subjected to the metabolic stresses that differentially affect global protein synthesis (Figure 1): deprivation of glutamine (for 30min and 4 hours), glucose (4hours), cysteine/cystine (4hours) or leucine/isoleucine/valine (brach-chain aminoacids - BCAA) (4hours).  The same experiments were also performed in transformed ER-Src MCF10A treated with torin1 (500nM) for 4 hours. Results: Genome-wide translational profiling of glutamine deprived ER-Src MCF10A cells (for 30 minutes) shows increased translation of uORFs-containing mRNAs and down-regulation of ribosomal protein mRNAs, which is followed by increased translation and transcription of cytokine and inflammatory mRNAs (after 4 hours of glutamine deprivation). The transcription and translation of inflammatory and cytokine mRNAs is also stimulated in response to 4 hours deprivation of glucose, cysteine/cystine and BCAA, with the extent of stimulation correlating with the i) decrease in global protein synthesis and ii) down-regulation of all translationally-repressed mRNAs or ribosomal protein mRNAs. Conclusions: Pro-inflammatory gene expression is associated with translational repression in response to short-term nutrient deprivation. Overall design: Ribosome occupancy and mRNAs levels in transformed and non-transformed cells cultured for i) 30 minutes under complete (Ctrl) or glutamine-free (NoQ) DMEM medium, and ii) 4 hours under complete (Ctrl),  glucose-free (NoG), glutamine-free (NoQ), cysteine/cystine-free (NoCys) or leucine, isoleucine, valine (NoBCAA)-free DMEM medium. The translation efficiency (TE) was calculated as the log2 ratio of RPKM measured by ribosome profiling over RPKM measured by RNA-seq. Differences in ribosome occupancy (RO) and TE between the metabolic stress condition and the reference sample (either TAM or EtOH cells grown in complete DMEM) were used to examine the transcriptional and translational changes, respectively. The ribosome profiling and RNA sequencing experiments were performed in duplicate with the exception of RNA-seq at 30 minutes (single experiments), ribosome profiling in cysteine/cystine-deprived EtOH cells (triplicate experiments), and the Torin1 ribosome profiling and RNA-seq (single experiment).  The complete dataset comprises the raw (.fastq) and processed (RPKM) files of all 57 high-throughput sequenced samples."
PRJNA472015,Comprehensive profiling of translation initiation in influenza-virus infected cells,Cellular stress is often accompanied by non-canonical initiation of translation at alternate start codons in mammalian cells. Here we systematically investigate the extent and impact of alternate translation initiation in the context of influenza virus infection. We use ribosome profiling with the initiation inhibitor lactidomycin to experimentally delineate translation initiation sites in a human lung epithelial cell line infected with influenza virus. Overall design: We use genome-wide methods (Ribo-Seq and RNA-Seq) to examine how translation initiation is altered in influenza virus infected lung-epithelial cells
PRJNA471907,Aedes aegypti fat body ribo-seq Raw sequence reads,"Ribo-seq in JH-treated fat body, with mRNA and Ribo"
PRJEB26279,"Ribosome profiling and RNA sequencing of ED fibroblast cells in response to infection by equine torovirus, Berne strain.",Ribosome profiling (Ribo-Seq) (maps positions of translating ribosomes on the transcriptome) and RNA-Seq (quantifies the transcriptome) analysis of equine torovirus.
PRJNA470579,Loss of m6A RNA methylation during glioma stem cell differentiation is regulated by miRNAs and promotes translation efficiency,"This study highlights a critical role of m6A RNA methylation in regulation of translation in human cancer cells and identifies regulatory miRNAs that functionally influence the epitranscriptome during glioma stem cell differentiation. Overall design: RNA-seq, MeRIP-seq, Ribo-seq"
PRJNA466150,Fmr1-dependent translation in the Drosophila ovary,This study identified targets of the translational regulator Fmr1 in Drosophila oocytes using ribosome profiling. Fmr1 has been linked to neural and reproductive disorders including Fragile X Syndrome and Fragile X-associated Primary Ovarian Insufficiency.
PRJNA464051,Widespread Alterations in Translation Elongation in the Brain of Fmr1 Knock-Out Mice,"FMRP is a polysome-associated RNA-binding protein encoded by Fmr1 and lost in Fragile X syndrome. Increasing evidence suggests that FMRP regulates both translation initiation and elongation, but the gene-specificity of these effects is unclear. To elucidate the effects of FMRP loss on translation, we used ribosome profiling for genome-wide measurements of ribosomal occupancy and positioning in the cortex of Fmr1 knock-out mice. We found a remarkably coherent reduction in ribosome footprint abundance per mRNA for previously identified, high-affinity mRNA binding partners of FMRP, and an increase for terminal oligo-pyrimidine (TOP) motif-containing genes canonically controlled by mTOR-4EBP-eIF4E signaling. Amino acid motif- and gene-level analyses both showed a widespread reduction of translational pausing in Fmr1 knock-out mice. Our findings are consistent with a model of FMRP-mediated regulation of both translation initiation through eIF4E and elongation that is disrupted in Fragile X syndrome. Overall design: Examination of genome-wide translational state in Fmr1-deficient and wild-type mouse cortex via next-generation sequencing-based profiling of transcription and translation"
PRJNA459526,Quantifying the performance and burden of genetic parts controlling translation using Ribo-seq,"Ribosome binding sites and stop codons provide signals for where translation should start and stop, and secondary structures in messenger RNAs can stall ribosomes and induce frameshifting. We develop methods that use ribosome profiling to characterize parts controlling translation in situ. We simultaneously measure translation initiation rates and termination efficiencies across the Escherichia coli genome, in addition to the pausing and frameshifting of ribosomes at a strongly expressed synthetic RNA pseudoknot known to impart significant burden on the cell. We measure the transcriptional and translational response to this synthetic construct and find that sequestering of ribosomes at the pseudoknot leads to a s32-mediated heat-shock response."
PRJNA454863,Human 5′ UTR design and variant effect prediction from a massively parallel translation assay,"Predicting the impact of cis-regulatory sequence on gene expression is a foundational challenge for biology. We combine polysome profiling of hundreds of thousands of randomized 5' UTRs with deep learning to build a predictive model that relates human 5' UTR sequence to translation. Together with a genetic algorithm, we use the model to engineer new 5? UTRs that accurately target specified levels of ribosome loading, providing the ability to tune sequences for optimal protein expression. We show that the same approach can be extended to chemically modified RNA, an important feature for applications in mRNA therapeutics and synthetic biology. We test 35,000 truncated human 5' UTRs and 3,577 naturally-occurring variants and show that the model accurately predicts ribosome loading of these sequences. Finally, we provide evidence of 47 SNVs associated with human diseases that cause a significant change in ribosome loading and thus a plausible molecular basis for disease. Overall design: Polysom profiling and sequencing was performed using a library of 300,000 randomized 5' UTR 50-mers with eGFP used as the CDS. Three RNA chemistries were tested: unmodified, pseudouridine, and 1-methylpseudouridine. These were performed in duplicate (6 samples total). A designed library that includes human 5' UTRs, SNVs, and sequences engineered with a genetic algorithm was used with the eGFP CDS (no duplicate). A second randomized library used mCherry as the CDS, also performed in duplicate."
PRJNA454562,Nociceptor translational profiling reveals the RagA-mTORC1 network as a critical generator of neuropathic pain,"Pain sensing neurons, nociceptors, are key drivers of neuropathic pain. We used translating ribosome  affinity purification (trap) to comprehensively characterize up- and down-regulated mRNA  translation in Scn10a-positive nociceptors in chemotherapy-induced neuropathic pain. We provide  evidence that an underlying mechanism driving these changes in gene expression is a sustained  mTORC1 activation driven by MNK1-eIF4E signaling. RagA, a GTPase controlling mTORC1 activity, is  identified as a novel target of MNK1-eIF4E signaling, demonstrating a new link between these distinct  signaling pathways. Neuropathic pain and RagA translation are strongly attenuated by genetic  ablation of eIF4E phosphorylation, MNK1 elimination or treatment with the MNK inhibitor eFT508. We  reveal a novel translational circuit for the genesis of neuropathic pain with important implications for  next generation neuropathic pain therapeutics. Overall design: Examination of paired unbiased mRNA profile and mRNA profile based on eGFP + L10a (RPL10A) pulldown (TRAP assay) for normal mouse DRG (4 assays / replicates) and DRG from CIPN (Paclitaxel) model mouse (5 assays, 2 pooled to make 4 replicates) Associated NIH grants: R01NS065926 (TJP), R01NS098826 (TJP and GD), R01CA200263 (PMD) and R01NS100788 (ZTC)"
PRJNA453992,Ribosome profiling Seq of mouse adult cortex after acute stress,"N6-Methyladenosine (m6A) and N6,2'-O-dimethyladenosine (m6Am) are abundant mRNA modifications that regulate transcript processing and translation. The role of both, here termed m6A/m, in the stress response in the adult brain in vivo are currently unknown.  Here, we provide ribosome profiling data of 10-12 w male C57BL/6 mouse cortex of unstressed or acutely stressed mice (4 h after 15 min restraint stress) of 6 samples per condition to relate to m6A/m-Seq data of similiar samples. Overall design: 6 replicates of basal mouse cortex (Control, C), 6 replicates for stressed mouse cortex (4 h after 15 min of restraint stress, Stress, S)."
PRJNA453915,Translational control through differential ribosome pausing during amino acid limitation in mammalian cells,"Limitation for amino acids is thought to regulate translation in mammalian cells primarily by signaling through the kinases mTORC1 and GCN2. We find that limitation for the amino acid arginine causes a selective loss of tRNA charging, which regulates translation through ribosome pausing at two of six arginine codons. Interestingly, limitation for leucine, an essential and abundant amino acid in protein, results in little or no ribosome pausing. Chemical and genetic perturbation of mTORC1 and GCN2 signaling revealed that their robust response to leucine limitation prevents ribosome pausing, while an insufficient response to arginine limitation led to loss of arginine tRNA charging and ribosome pausing. Codon-specific ribosome pausing decreased protein production and triggered premature ribosome termination without significantly reducing mRNA levels. Together, our results suggest that amino acids which are not optimally sensed by the mTORC1 and GCN2 pathways still regulate translation through an evolutionarily conserved mechanism based on synonymous codon usage. Overall design: Ribosome profiling was performed in HEK293T, HCT116, or HeLa cells during limitation for leucine or arginine for 3 or 6 hours to determine the effect of limiting single amino acid levels of ribosome elongation kinetics at the cognate codons. The same cell lines grown in nutrient-rich conditions were used as a control. These experiments were repeated in HEK293T cells with 250 nM Torin1, in cells stably expressing a flag-tagged wild-type or Q99L mutant RagB-GTPase or hrGFP, and in a GCN2 knockout cell line to determine the role of the mTORC1 and GCN2 pathways."
PRJNA453686,EIF1AX-A113 splice and RAS mutations cooperate to drive thyroid tumorigenesis through ATF4 and c-MYC,"Translation initiation in higher eukaryotes is orchestrated by the tight regulation of the cap binding and the 43S pre-initiation complexes (PIC). The PIC component eukaryotic initiation factor 1A (EIF1A), encoded on human chromosomes X and Y by EIF1AX and EIF1AY, respectively, is essential for recruitment of the ternary complex and for assembling the 43S PIC, which after recruitment onto capped mRNAs scans their 5'UTR and localizes the AUG to initiate translation. Recurrent EIF1AX mutations are found in several cancers, including ~1% of papillary thyroid cancers in a mutually exclusive manner with other drivers (BRAF, RAS, and oncogenic fusions). They are enriched in advanced thyroid cancers (11%) where they display a striking co-occurrence with RAS, which we show cooperate to induce tumorigenesis in mouse models and in isogenic cell lines. The C-terminal tail EIF1AX-A113splice mutation is the most prevalent in advanced thyroid cancer, and private to this disease. We found that EIF1AX-A113spl variants stabilize the PIC and induces ATF4 expression, a sensor of cellular stress, which is co-opted to suppress EIF-2a phosphorylation, thus enabling a general increase in protein synthetic rate. RAS stabilizes c-MYC, an effect augmented by EIF1AX-A113spl. ATF4 and c-MYC induce expression of aminoacid transporters, and enhance sensitivity of mTOR to aminoacid supply. These mutually reinforcing events generate therapeutic vulnerabilities to MEK, BRD4 and mTOR kinase inhibitors. The RNA-Seq and Ribosome Profiling samples provided here were used to support the claim of increased translational efficiency of ATF4. Overall design: Comparison of Ribosome footprints in the context of EIF1AX-splice mutated (C643) and splice reverted isogenic cell line (C643-spl- rev), three replicates of ribosome-protected RNA sequencing and three replicates of RNA-seq were used. Additionally, 3 replicates of RNA-seq comparing KRAS G12R mutant CAL62 vs. CAL62-splice, an isogenic cell line generated with CRISPR-Cas9 mediated knock in of EIF1AX-splice mutation."
PRJNA451682,Peroxisome function relies on organelle-associated mRNA translation,"Crucial metabolic functions of peroxisomes rely on a variety of peroxisomal membrane proteins (PMPs). While mRNA transcripts of PMPs were shown to be colocalized with peroxisomes, the process by which PMPs efficiently couple translation with targeting to the peroxisomal membrane remained elusive. Here, we combine quantitative electron microscopy with proximity-specific ribosome profiling and reveal that translation of specific PMPs occurs on the surface of peroxisomes in the yeast Saccharomyces cerevisiae. This places peroxisomes alongside chloroplasts, mitochondria, and the endoplasmic reticulum as organelles that use localized translation for ensuring correct insertion of hydrophobic proteins into their membranes. Moreover, the correct targeting of these transcripts to peroxisomes is crucial for peroxisomal and cellular function, emphasizing the importance of localized translation for cellular physiology. Overall design: Ribosome profiling of whole cell or streptavidin-purified ribosomes biotinylated by peroxisome-localized biotin ligase in yeast."
PRJNA450728,Inverse toeprinting: a new tool to decipher the translational arrest code,"While it has become increasingly apparent that the amino acid sequence of a nascent polypeptide can modulate its rate of synthesis, tools to decipher the underlying translational arrest code are still lacking. Here, we present inverse toeprinting, a new method to map the position of bacterial ribosomes arrested on messenger RNAs during in vitro translation. Unlike the widely used ribosome profiling approach, our method protects the entire coding region upstream of a stalled ribosome, making it possible to work with transcripts of unknown sequence. To demonstrate this, we use inverse toeprinting to characterize the pausing landscape of free and drug-bound ribosomes engaged in translation of a random transcript library. The arrest motifs that we identified correlate well with previous in vivo profiling data. Inverse toeprinting also allows us to determine the pause strength of individual motifs and thus provides a means to decipher the bacterial arrest code that can be adapted to other sequence-dependent translational processes."
PRJNA449388,The ER membrane protein complex interacts cotranslationally to enable biogenesis of multipass membrane proteins,""
PRJNA448921,DDX6 decouples translational repression from RNA degradation of miRNA targets [Ribosome Profiling],"Translation and mRNA degradation are intimately connected, yet the mechanisms that regulate them are not fully understood. Here we examine the regulation of translation and mRNA stability in mouse embryonic stem cells (ESCs) and during differentiation. In contrast to previous reports, we found that transcriptional changes account for most of the molecular changes during ESC differentiation. Within ESCs translation level and mRNA stability are positively correlated. The RNA-binding protein DDX6 has been implicated in processes involving both translational repression and mRNA destabilization; in yeast DDX6 connects codon optimality and mRNA stability and in mammals DDX6 is involved in microRNA-mediated repression. We generated DDX6 KO ESCs and found that while there was minimal connection between codon usage and stability changes, the loss of DDX6 leads to the translational depression of microRNA targets. Surprisingly, the translational derepression of microRNA targets occurs without affecting mRNA stability. Furthermore, DDX6 KO ESCs share overlapping phenotypes and global molecular changes with ESCs that completely lack all microRNAs. Together our results demonstrate that the loss of DDX6 decouples the two forms of microRNA induced repression and emphasize that translational repression by microRNAs is underappreciated. Overall design: Ribosome profilling was performed on mouse embryonic stem cells (ESCs) and Epiblast like cells (EpiLCs)."
PRJNA448763,Landscapes of gene translation in hepatocellular carcinoma tumors revealed by ribosome profiling,"Despite the critical role of translation in the multi-level gene expression regulation program that controls the protein abundance, a high-resolution view on the landscapes of gene translation in cancer has been missing. We used the technique of ribosome profiling to dissect the translatomes of human liver tumors and their adjacent normal tissues. Our results, as a novel resource, revealed genome-wide abnormalities of translation efficiencies in tumors and context-dependent non-canonical ORFs. Overall design: We profiled the paired tumor and adjacent normal tissue samples from 10 patients of HCC by the procedure of ribosome profiling, which was adapted and optimized for processing of clinical solid tissue samples. Total RNA sequencing was performed in parallel for the same samples."
PRJNA448601,Effects of single amino acid deficiency on mRNA translation are markedly different for methionine versus leucine,"Amino acid availability regulates translation through the action of the GCN2 and mTORC1 pathways. Low amino acids activate the eIF2a kinase GCN2 through binding of uncharged tRNAs to a histidyl-tRNA synthetase-related regulatory domain. Once activated GCN2 phosphorylates eIF2a, inhibiting ternary complex formation and translation initiation. Recent studies show that mTORC1 is particularly sensitive to arginine and leucine status, with a deprivation of these amino acids leading to a strong inhibition of mTORC1 that prevents the phosphorylation and inactivation of the translational repressor 4EBP1. Though amino acids are known regulators of translation, the effects that deficiencies of specific amino acids have on translation have yet to be determined. We demonstrate that deprivation of leucine or methionine results in large inhibitory effects on translation initiation and on polysome formation that are not replicated by overexpressing non-phosphorylatable 4EBP1 or a phosphomimetic eIF2a. Our results demonstrate that a lack of either leucine or methionine has a major impact on mRNA translation, though they act by quite different mechanisms. Leucine deprivation appears to primarily inhibit ribosome loading, whereas methionine deprivation appears to primarily impair start site recognition. These data point to a unique regulatory effect that methionine status has on translation initiation. Overall design: Ribosome profiling of single Amino acid starvation"
PRJNA448005,Regulatory Discrimination of mRNAs by FMRP Controls Adult Neural Stem Cell Differentiation,"Fragile X syndrome (FXS) is caused by the loss of fragile X mental retardation protein (FMRP), a translation-inhibitor RNA binding protein. The impact of FMRP-deficiency on neural function is widespread, including its regulation of adult neural stem cell (aNSC) differentiation. To assess FMRP activity, we performed ribosome profiling of aNSCs from normal and Fmr1 knockout mice, which revealed diverse gene expression changes at the mRNA and translation levels. Many mitosis and neurogenesis genes were dysregulated primarily at the mRNA level, while numerous synaptic genes were mostly dysregulated at the translation level. Translational “buffering” was also evident, whereby changes in ribosome association with mRNA is compensated by alterations in RNA abundance. Our data revealed that FMRP-regulated neurogenesis is mediated by the transcriptional factor necdin and that FMRP determines mitochondrial mRNA expression and energy homeostasis. Thus, FMRP controls diverse transcriptional and post-transcriptional gene expression programs critical for the adult neural stem cell differentiation. Overall design: Ribosome profiling and RNA-seq of wild type (WT) and Fmr1 -/y mouse adult neural stem cells were generated from four biological replicates using Illumina Nextseq."
PRJNA445733,Active ribosome profiling  with RiboLace and standard ribosome profiling in HEK-293 cells,"We developed RiboLace, a novel method based on a new puromycin-containing molecule, for the isolation of active ribosomes by means of an antibody-free and tag-free pull-down approach. RiboLace is fast, it works with very low input material and can be easily and rapidly used to enhance Ribo-Seq, obtaining  a global snapshot on active ribosome footprints at single nucleotide resolution from  eukaryotic in vitro and in vivo systems. Keywords: ribosome profiling, translation, RiboLace, Ribo-Seq, active translation Overall design: We performed active ribosome profiling with RiboLace and standard ribosome profiling in HEK-293 cells. Experiments were performed in biological duplicate."
PRJNA445600,Post-transcriptional regulation of the epithelial cell response to colitis,"Aim: RNA binding proteins (RBPs) are emerging as critical regulators of gut homeostasis via post-transcriptional control of key growth and repair pathways. IMP1 (IGF2 mRNA Binding Protein 1) is ubiquitously expressed during embryonic development and Imp1 hypomorphic mice exhibit severe gut growth defects. In the present study, we investigated the mechanistic contribution of intestinal epithelial IMP1 to gut homeostasis and response to injury. Method: We evaluated IMP1 expression in patients with Crohn's disease followed by unbiased ribosome profiling in IMP1 knockout cells. Concurrently, we measured differences in histology and cytokine expression in mice with intestinal epithelial-specific Imp1 deletion (Imp1?IEC) following dextran sodium sulfate (DSS)- colitis. Based on ribosome profiling analysis, we evaluated changes in autophagy in Imp1?IEC mice as well as in silico and in vitro approaches to evaluate direct protein:RNA interactions. Finally, we analyzed the consequence of genetic deletion of Atg7 in Imp1?IEC mice using colitis and irradiation models. Results: IMP1 was robustly upregulated in Crohn's disease patients and Imp1 loss lessened DSS-colitis severity. Unbiased ribosome-profiling revealed that IMP1 may coordinate translation of multiple pathways important for intestinal homeostasis, including cell cycle and autophagy, which we verified by Western blotting. Mechanistically, we observed evidence for increased autophagy flux in Imp1?IEC mice, reinforced through in silico and biochemical analyses revealing direct binding of IMP1 to autophagy transcripts. Finally, we found genetic deletion of Atg7 reversed the phenotype observed in DSS- or irradiation-challenged Imp1?IEC mice. Conclusions: IMP1 acts as a post-transcriptional regulator of gut epithelial repair, in part through modulation of autophagy. This study highlights the need for examining post-transcriptional regulation as a critical mechanism in inflammatory bowel disease. Overall design: Ribosome-footprinting and RNA-seq samples from WT SW480 cells and IMP1-/- knockout cells"
PRJNA445453,Transcriptome Mapping of Internal N7-methylguanosine Methylome in Mammalian mRNA,"N7-methylguanosine (m7G) is a positively charged, essential modification at the 5' cap of eukaryotic mRNA, regulating mRNA export, translation, and splicing. m7G also occurs internally within tRNA and rRNA, but its existence and distribution within eukaryotic mRNA remain to be investigated. Here, we show the presence of internal m7G sites within mammalian mRNA. We then performed transcriptome-wide profiling of internal m7G methylome using m7G-MeRIP sequencing (MeRIP-seq). To map this modification at base resolution, we developed a chemical-assisted sequencing approach that selectively converts internal m7G sites into abasic sites, inducing misincorporation at these sites during reverse transcription. This base-resolution m7G-seq enabled transcriptome-wide mapping of m7G in human tRNA and mRNA, revealing distribution features of the internal m7G methylome in human cells. We also identified METTL1 as a methyltransferase that installs a subset of m7G within mRNA and showed that internal m7G methylation could affect mRNA translation. Overall design: [dataset 1] 12 samples. Duplicates for PAR-CLIP of METTL1 and WDR4 in HeLa cell line. Duplicates for PAR-CLIP of eIF4E, RNMT, METTL1 and WDR4 in HEK293T cell line. [dataset 2] 8 samples. Duplicates for Ribo-Seq samples, mRNA input and ribosome-bound RNA of siControl vs siMETTL1 in HeLa cell. [dataset 3] 46 samples. Duplicates for m7G-seq of small RNA (<200 nt) and mRNA samples, including three sections of RNA input, before_pulldown, and pulldown in HeLa, HepG2, and HEK293T cell lines. [dataset 4] 38 samples. Duplicates for m7G-MeRIP-seq (anti-m7G antibody, MBL) of cell mRNA samples, including two sections of RNA input and IP in HeLa, HepG2, HEK293T, MEF and mESC wild-type cell lines; also in HeLa cell siControl vs siMETTL1, and HepG2 cell shControl vs shMETTL1."
PRJNA445295,Translation elongation rate varies among organs and decreases with age,"There has been a surge of interest towards targeting protein synthesis to treat diseases and extend lifespan. Despite the progress, few options are available to assess translation in live animals, as their complexity limits the repertoire of experimental tools to monitor and manipulate processes within organs and individual cells. It this study, we developed a labeling-free method for measuring organ- and cell-type-specific translation elongation rates in vivo. It is based on time-resolved delivery of translation initiation and elongation inhibitors in live animals followed by ribosome profiling. It also reports translation initiation sites in an organ-specific manner. Using this method, we found that the elongation rates differ more than 50% among mouse organs and determined them to be 6.8, 5.0, and 4.3 amino acids per second for liver, kidney, and skeletal muscle, respectively. We further found that the elongation rate is reduced by 20% between young adulthood and mid-life. Thus, translation, a major metabolic process in cells, is tightly regulated at the level of elongation of nascent polypeptide chains. Overall design: Measuring translation elongation rate in three organs (heart, kidney, skeletal muscle) and two ages (15 and 72 weeks), three timepoints per each organ, 2-4 replicated per a timepoint."
PRJNA445184,RPL12/uL11 phosphorylation regulates translation during mitosis [RNA-seq],"Emerging evidence indicates that heterogeneity in ribosome composition can give rise to specialized functions. Until now, research mainly focused on differences in core ribosomal proteins and associated factors. The impact of posttranslational modifications has not yet been studied systematically. Analyzing ribosome heterogeneity is challenging since individual proteins can be part of different subcomplexes (40S, 60S, 80S and polysomes). Here, we develop polysome proteome profiling to obtain unbiased proteomic maps across ribosomal subcomplexes. Our method combines extensive fractionation by sucrose gradient centrifugation with quantitative mass spectrometry. The high resolution of the profiles allows us to assign proteins to specific subcomplexes. Phosphoproteomics on the fractions reveals that phosphorylation of serine 38 in RPL12/uL11 -- a known mitotic CDK1 substrate -- is strongly depleted in polysomes. Follow-up experiments confirm that RPL12/uL11 phosphorylation regulates translation of specific subsets of mRNAs during mitosis. Together, our results show that posttranslational modification of ribosomal proteins can regulate translation. Overall design: 3'mRNAseq of B cells with different mutant RPL12 backgrounds"
PRJNA445183,RPL12/uL11 phosphorylation regulates translation during mitosis [Ribosome profiling],"Emerging evidence indicates that heterogeneity in ribosome composition can give rise to specialized functions. Until now, research mainly focused on differences in core ribosomal proteins and associated factors. The impact of posttranslational modifications has not yet been studied systematically. Analyzing ribosome heterogeneity is challenging since individual proteins can be part of different subcomplexes (40S, 60S, 80S and polysomes). Here, we develop polysome proteome profiling to obtain unbiased proteomic maps across ribosomal subcomplexes. Our method combines extensive fractionation by sucrose gradient centrifugation with quantitative mass spectrometry. The high resolution of the profiles allows us to assign proteins to specific subcomplexes. Phosphoproteomics on the fractions reveals that phosphorylation of serine 38 in RPL12/uL11 -- a known mitotic CDK1 substrate -- is strongly depleted in polysomes. Follow-up experiments confirm that RPL12/uL11 phosphorylation regulates translation of specific subsets of mRNAs during mitosis. Together, our results show that posttranslational modification of ribosomal proteins can regulate translation. Overall design: Ribosome profiling of B cells with different mutant RPL12 backgrounds"
