Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,cell type,region,age,genotype,Sex,collection,geo_loc_name,collection_date
SRR21866626,23033098,6955995596,151,2325,SRX17853871,GSM6630984,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375035,SAMN31247365,simple,10090,Mus musculus,GSM6630984,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_YOUNG_WT_FEMALE_C3.7,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,YOUNG,WT,female,C3.7,missing,missing
SRR21866625,20814964,6286119128,151,2102,SRX17853872,GSM6630985,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375036,SAMN31247364,simple,10090,Mus musculus,GSM6630985,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_OVX_FEMALE_C3.2,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,OVX,female,C3.2,missing,missing
SRR21866624,23282340,7031266680,151,2342,SRX17853873,GSM6630986,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375037,SAMN31247363,simple,10090,Mus musculus,GSM6630986,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_OVX_MALE_C3.1,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,OVX,male,C3.1,missing,missing
SRR21866623,23909678,7220722756,151,2395,SRX17853874,GSM6630987,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375038,SAMN31247362,simple,10090,Mus musculus,GSM6630987,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_YOUNG_WT_MALE_C3.6,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,YOUNG,WT,male,C3.6,missing,missing
SRR21866622,23668177,7147789454,151,2384,SRX17853875,GSM6630988,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375039,SAMN31247361,simple,10090,Mus musculus,GSM6630988,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_YOUNG_OVX_MALE_C3.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,YOUNG,OVX,male,C3.TOTAL,missing,missing
SRR21866621,23877463,7210993826,151,2407,SRX17853876,GSM6630989,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375040,SAMN31247360,simple,10090,Mus musculus,GSM6630989,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_OLD_OVX_MALE_C3.9,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,OLD,OVX,male,C3.9,missing,missing
SRR21866620,23289796,7033518392,151,2351,SRX17853877,GSM6630990,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375041,SAMN31247359,simple,10090,Mus musculus,GSM6630990,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_OLD_OVX_FEMALE_C3.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,OLD,OVX,female,C3.TOTAL,missing,missing
SRR21866619,22543052,6808001704,151,2272,SRX17853878,GSM6630991,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375042,SAMN31247358,simple,10090,Mus musculus,GSM6630991,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_OLD_WT_FEMALE_C3.2,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,OLD,WT,female,C3.2,missing,missing
SRR21866618,23141847,6988837794,151,2345,SRX17853879,GSM6630992,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375043,SAMN31247357,simple,10090,Mus musculus,GSM6630992,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_YOUNG_OVX_MALE_C3.10,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,YOUNG,OVX,male,C3.10,missing,missing
SRR21866617,24972821,7541791942,151,2516,SRX17853880,GSM6630993,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375044,SAMN31247356,simple,10090,Mus musculus,GSM6630993,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_OLD_OVX_MALE_C3.6,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,OLD,OVX,male,C3.6,missing,missing
SRR21866616,23195809,7005134318,151,2339,SRX17853881,GSM6630946,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375045,SAMN31247403,simple,10090,Mus musculus,GSM6630946,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_YOUNG_WT_FEMALE_C3.5,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,YOUNG,WT,female,C3.5,,
SRR21866615,22888669,6912378038,151,2306,SRX17853882,GSM6630947,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375046,SAMN31247402,simple,10090,Mus musculus,GSM6630947,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_YOUNG_OVX_MALE_C3.6,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,YOUNG,OVX,male,C3.6,,
SRR21866614,22448913,6779571726,151,2248,SRX17853883,GSM6630948,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375047,SAMN31247401,simple,10090,Mus musculus,GSM6630948,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_WT_MALE_C3.10,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,WT,male,C3.10,,
SRR21866613,24945100,7533420200,151,2518,SRX17853884,GSM6630949,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375048,SAMN31247400,simple,10090,Mus musculus,GSM6630949,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_OLD_OVX_MALE_C3.9,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,OLD,OVX,male,C3.9,,
SRR21866612,23720390,7163557780,151,2392,SRX17853885,GSM6630950,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375049,SAMN31247399,simple,10090,Mus musculus,GSM6630950,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_OVX_FEMALE_C3.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,OVX,female,C3.TOTAL,,
SRR21866611,21145242,6385863084,151,2136,SRX17853886,GSM6630951,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375050,SAMN31247398,simple,10090,Mus musculus,GSM6630951,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_OLD_OVX_FEMALE_C3.7,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,OLD,OVX,female,C3.7,,
SRR21866610,23939017,7229583134,151,2416,SRX17853887,GSM6630952,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375051,SAMN31247397,simple,10090,Mus musculus,GSM6630952,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_OLD_WT_FEMALE_C3.7,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,OLD,WT,female,C3.7,,
SRR21866609,20742767,6264315634,151,2088,SRX17853888,GSM6630953,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375052,SAMN31247396,simple,10090,Mus musculus,GSM6630953,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_WT_FEMALE_C3.2,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,WT,female,C3.2,,
SRR21866608,22567473,6815376846,151,2267,SRX17853889,GSM6630954,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375053,SAMN31247395,simple,10090,Mus musculus,GSM6630954,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_OLD_WT_MALE_C3.9,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,OLD,WT,male,C3.9,,
SRR21866607,21731391,6562880082,151,2186,SRX17853890,GSM6630955,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375054,SAMN31247394,simple,10090,Mus musculus,GSM6630955,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_OLD_WT_FEMALE_C3.4,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,OLD,WT,female,C3.4,,
SRR21866606,24845082,7503214764,151,2516,SRX17853891,GSM6630956,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375055,SAMN31247393,simple,10090,Mus musculus,GSM6630956,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_WT_FEMALE_C3.4,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,WT,female,C3.4,,
SRR21866605,16822502,5080395604,151,1699,SRX17853892,GSM6630957,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375056,SAMN31247392,simple,10090,Mus musculus,GSM6630957,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_WT_FEMALE_C3.5,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,WT,female,C3.5,,
SRR21866604,22150551,6689466402,151,2238,SRX17853893,GSM6630958,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375057,SAMN31247391,simple,10090,Mus musculus,GSM6630958,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_OVX_MALE_C3.10,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,OVX,male,C3.10,,
SRR21866603,23255668,7023211736,151,2364,SRX17853894,GSM6630959,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375058,SAMN31247390,simple,10090,Mus musculus,GSM6630959,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_YOUNG_OVX_FEMALE_C3.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,YOUNG,OVX,female,C3.TOTAL,,
SRR21866602,24561864,7417682928,151,2604,SRX17853895,GSM6630960,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375059,SAMN31247389,simple,10090,Mus musculus,GSM6630960,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_OLD_WT_FEMALE_C3.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,OLD,WT,female,C3.TOTAL,,
SRR21866601,23372906,7058617612,151,2369,SRX17853896,GSM6630961,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375060,SAMN31247388,simple,10090,Mus musculus,GSM6630961,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_WT_FEMALE_C3.4,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,WT,female,C3.4,,
SRR21866600,23613175,7131178850,151,2397,SRX17853897,GSM6630962,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375061,SAMN31247387,simple,10090,Mus musculus,GSM6630962,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_YOUNG_WT_FEMALE_C3.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,YOUNG,WT,female,C3.TOTAL,,
SRR21866599,23639351,7139084002,151,2403,SRX17853898,GSM6630963,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375062,SAMN31247386,simple,10090,Mus musculus,GSM6630963,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_OVX_FEMALE_C3.2,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,OVX,female,C3.2,,
SRR21866598,25051748,7565627896,151,2536,SRX17853899,GSM6630964,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375063,SAMN31247385,simple,10090,Mus musculus,GSM6630964,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_YOUNG_WT_MALE_C3.6,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,YOUNG,WT,male,C3.6,,
SRR21866597,24666383,7449247666,151,2503,SRX17853900,GSM6630965,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375064,SAMN31247384,simple,10090,Mus musculus,GSM6630965,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_WT_MALE_C3.6,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,WT,male,C3.6,,
SRR21866596,20754727,6267927554,151,2087,SRX17853901,GSM6630966,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375065,SAMN31247383,simple,10090,Mus musculus,GSM6630966,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_YOUNG_WT_FEMALE_C3.7,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,YOUNG,WT,female,C3.7,,
SRR21866595,22021972,6650635544,151,2226,SRX17853902,GSM6630967,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375066,SAMN31247382,simple,10090,Mus musculus,GSM6630967,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_OLD_WT_FEMALE_C3.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,OLD,WT,female,C3.TOTAL,,
SRR21866594,22877524,6909012248,151,2290,SRX17853903,GSM6630968,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375067,SAMN31247381,simple,10090,Mus musculus,GSM6630968,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_WT_FEMALE_C3.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,WT,female,C3.TOTAL,,
SRR21866593,21311169,6435973038,151,2158,SRX17853904,GSM6630969,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375068,SAMN31247380,simple,10090,Mus musculus,GSM6630969,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_WT_MALE_C3.9,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,WT,male,C3.9,,
SRR21866592,23222169,7013095038,151,2370,SRX17853905,GSM6631018,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375069,SAMN31247331,simple,10090,Mus musculus,GSM6631018,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_YOUNG_OVX_MALE_C3.10,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,YOUNG,OVX,male,C3.10,,
SRR21866591,22635513,6835924926,151,2280,SRX17853906,GSM6631019,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375070,SAMN31247330,simple,10090,Mus musculus,GSM6631019,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_WT_FEMALE_C3.7,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,WT,female,C3.7,,
SRR21866590,22781938,6880145276,151,2295,SRX17853907,GSM6631020,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375072,SAMN31247329,simple,10090,Mus musculus,GSM6631020,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_WT_MALE_C3.1,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,WT,male,C3.1,,
SRR21866589,23660778,7145554956,151,2386,SRX17853908,GSM6631021,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375071,SAMN31247328,simple,10090,Mus musculus,GSM6631021,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_OLD_WT_MALE_C3.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,OLD,WT,male,C3.TOTAL,,
SRR21866588,23893176,7215739152,151,2403,SRX17853909,GSM6631022,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375073,SAMN31247327,simple,10090,Mus musculus,GSM6631022,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_YOUNG_OVX_MALE_C3.6,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,YOUNG,OVX,male,C3.6,,
SRR21866587,22768350,6876041700,151,2285,SRX17853910,GSM6631023,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375074,SAMN31247326,simple,10090,Mus musculus,GSM6631023,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_YOUNG_OVX_MALE_C3.9,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,YOUNG,OVX,male,C3.9,,
SRR21866586,23875076,7210272952,151,2433,SRX17853911,GSM6631024,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375075,SAMN31247325,simple,10090,Mus musculus,GSM6631024,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_OLD_WT_FEMALE_C3.5,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,OLD,WT,female,C3.5,,
SRR21866585,22765392,6875148384,151,2315,SRX17853912,GSM6631025,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375076,SAMN31247324,simple,10090,Mus musculus,GSM6631025,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_WT_MALE_C3.1,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,WT,male,C3.1,,
SRR21866584,2296929,2208006100,961,1893,SRX17853913,GSM6631026,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP402051,PRJNA889520,,"",SRS15375077,SAMN31247323,simple,10090,Mus musculus,GSM6631026,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_WT_FEMALE_C3.7_ONT,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,WT,female,C3.7,,
SRR21866583,2171395,2153463016,991,1848,SRX17853914,GSM6631027,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP402051,PRJNA889520,,"",SRS15375078,SAMN31247322,simple,10090,Mus musculus,GSM6631027,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_OVX_FEMALE_C3.7_ONT,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,OVX,female,C3.7,,
SRR21866582,2338050,2213191348,946,1898,SRX17853915,GSM6631028,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP402051,PRJNA889520,,"",SRS15375079,SAMN31247321,simple,10090,Mus musculus,GSM6631028,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_WT_MALE_C3.9_ONT,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,WT,male,C3.9,,
SRR21866581,2457089,2316239662,942,1986,SRX17853916,GSM6631029,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP402051,PRJNA889520,,"",SRS15375080,SAMN31247320,simple,10090,Mus musculus,GSM6631029,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_OVX_MALE_C3.9_ONT,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,OVX,male,C3.9,,
